RecordedDate,DistributionChannel,UserLanguage,Q2,Q18,Q19,Q20,Q21,Q70,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q8_1_TEXT,Q8_2_TEXT,Q8_3_TEXT,Q9,Q9_1_TEXT,Q9_2_TEXT,Q9_3_TEXT,Q10,Q11,Q12,Q31,Q31_5_TEXT,Q32,Q15,Q34,Q35_1,Q35_2,Q35_3,Q17,Q24,Q69,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q41_6,Q41_7,Q41_8,Q41_9,Q41_10,Q42,Q42_1_TEXT,Q42_2_TEXT,Q42_3_TEXT,Q43,Q43_1_TEXT,Q43_2_TEXT,Q43_3_TEXT,Q44,Q45,Q46,Q62,Q62_5_TEXT,Q63,Q49,Q65,Q66_1,Q66_2,Q66_3,Q52,Q53,Q71,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q26,Q26_1_TEXT,Q26_2_TEXT,Q26_3_TEXT,Q27,Q27_1_TEXT,Q27_2_TEXT,Q27_3_TEXT,Q28,Q29,Q30,Q13,Q13_3_TEXT,Q22,Q33,Q16,Q23_1,Q23_2,Q23_3,Q36,Q37,Q72,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q56_8,Q56_9,Q56_10,Q57,Q57_1_TEXT,Q57_2_TEXT,Q57_3_TEXT,Q58,Q58_1_TEXT,Q58_2_TEXT,Q58_3_TEXT,Q59,Q60,Q61,Q47,Q47_3_TEXT,Q48,Q64,Q50,Q51_1,Q51_2,Q51_3,Q67,Q68,Q14
2020-08-27 6:34,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,35,Male,Canada,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,4,4,4,4,4,4,4,4,4,"1,2,3",no face to face,no need to travel,alone,"1,2,3",technology might fail,no boss,informal ,Yes,Looks like a neat technology ,Weekly,Regular progress update,,Supervisor,none,"I would bring a tape recorder, to record minutes",4,4,4,110,planning events with friends ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,2,1,4,1,4,3,4,4,"1,2,3",outside,informal,more relaxed ,"1,2,3",not formal,cant take notes,tiring ,Yes,Good way to get the nervousness out of way,Rarely if ever,Practical course,,A lecturer,better scenery,pen and paper ,4,4,4,85,team building ,no comments 
2020-08-27 5:57,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,37,Male,USA,Walking meetings are a regular part of my routine,,,,,,,,,,,,,,,,,,,,,,,Detailed review of work,,Supervisor,,No comments,5,4,5,,,I have read the scenario above,5,4,5,4,5,4,5,4,5,4,"1,2,3", Started meeting,Stacey knocked on the glasses and  came into view,Tried to remember the specific path,"1,2,3",Gossip in office,upset,determined,Yes,You have to think good,Daily,,,,Good people with good hearts,,,,,110,Office,I have read the scenario above,5,4,5,4,5,4,5,4,5,4,"1,2,3",In box checks,The first year student began studying at university,Has taken innovations to handle corona virus algorithms,"1,2,3",New lecture on physics is available,Students were eager that the course would be completed  by Friday afternoone,Determined,Yes,You have to think good,Daily,,,,We need to get students on the right track,,,,,110,School or collage,,,,,,,,,,,,,,,,,,,,,,,Practical course,,A lecturer,,The man in the lie hypocrisy,5,4,5,,,Nice task
2020-08-27 7:21,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,61,Male,USA,I have never participated in a walking meeting,I have read the scenario above,4,1,3,1,3,1,4,1,3,1,"1,2,3",convenient,time considerate,lets you handle the meeting at your own time,"1,2,3",lack of social interaction,easy to get side tracked,risk of procrastination,Yes,I'd give it a try because theres nothing to lose by trying it.,Weekly,Brainstorming/ideation,,"Supervisor,Colleague",Nothing,A note pad just to jot down important things from the meeting just in case.,4,4,4,90,I'm not sure until I try it out for myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,1,3,1,3,1,3,1,4,1,"1,2,3",communication,active,proactive,"1,2,3",time consuming,convoluted,too involved,Yes,I feel like it would help a lot with organization and general ability to keep track,Weekly,Practical course,,Students I am close with,Nothing,"Nothing, mainly because I would want to try the system out first then determine what else I would need to make it better.",4,4,4,95,I would have to see how it works first to determine this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks
2020-08-27 3:44,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,28,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,"Brainstorming/ideation,Planning",,Colleague,,Nope ,2,4,3,,,I have read the scenario above,3,4,4,1,4,3,4,1,3,1,"1,2,3",The different culture is merged via this meeting ,The time effective ,Very interested to have such a meeting ,"1,2,3",It is not like a formal meeting ,The effectiveness is not fair ,Chance of scattering the scope ,Yes,Different way to attractive a new comers in any field ,Weekly,,,,All is well nothing need to change according to me ,,,,,80,Interview and some group discussions ,I have read the scenario above,4,3,4,1,4,3,4,1,3,2,"1,2,3",Easy ,Adaptive ,Comfort ,"1,2,3",Time consuming ,Not effective ,Distractive ,No,Some what destructive ,Weekly,,,,Nope ,,,,,50,No idea ,,,,,,,,,,,,,,,,,,,,,,,Practical course,,Students I am close with,,The way narrated the surrounding ,3,3,2,,,All went good 
2020-08-27 7:32,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,30,Male,USA,Walking meetings are a regular part of my routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,1,3,2,4,4,3,4,5,2,"1,2,3",viewing in 3d is a improvement in a techonlogy,conversation made so easy,recording memory is a valuable thing,"1,2,3",this technology is expensive,it is not reliable,cost estimation is high,Yes,"it is effective system,  by implementing this system we can use get more use of it",Monthly,"Brainstorming/ideation,Planning,Detailed review of work",,"Supervisor,Colleague",nothing,its good and very well  detailed in this scenario . so no need to change ,5,4,5,110,"interaction for education, medical",I have read the scenario above,5,2,3,5,5,1,5,2,5,1,"1,2,3",it is good move on current situation on corona pandemic,the students get good interaction with college staffs ,students can active during their lectures,"1,2,3",they cannot get elaborate on the topics of the lectures,by implementing this idea is difficult because it is expensive ,students having some chances to distract their attention towards lecture topics,Yes,it is great deal on the current situation of corona pandemic,Monthly,Theoretical course,,"Other students,Students I am close with,A lecturer",nothing,it is good and very well detailed in this scenario so no need to change,5,5,5,110,for interacting with medical emergency with doctors ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing
2020-08-27 8:51,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,35,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,5,4,3,4,5,5,4,4,3,4,"1,2,3",ACTIVE,DETERMINED,INSPIRED,"1,2,3",NERVOUS,ASHAMED,AFRAID,No,I REALLY ENJOY THE NOVEL LECTURE MEETING,Weekly,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",IMPROVE BRAINSTORMING,POSITIVE THOUGHTS,5,4,5,113,COMPANY'S INTELLIGENT MEETING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,4,4,5,4,3,4,4,5,4,"1,2,3",ACTIVE,DETERMINED,CONFIDENCE,"1,2,3",UPSET,NERVOUS,ASHAMED,Yes,I REALLY ENJOY THE NOVEL LECTURE MEETING,Weekly,"Practical course,Theoretical course",,"Other students,Students I am close with,A lecturer",INTELLIGENCE,PLANNING,5,4,5,113,STUDENT MEETING,GOOD
2020-08-27 9:43,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,32,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,5,3,4,2,3,3,5,3,3,"1,2",Standing in stright,Good working,,"1,2",No disputes ,,,Yes,This very nice,Weekly,Planning,,Supervisor,Model toys in make better,different coloring ,3,4,4,70,world development,I have read the scenario above,3,4,5,4,3,2,3,4,3,3,"1,2",Good decision,good work,,1,fair feel,,,Yes,I don t like,Weekly,Practical course,,"Other students,Students I am close with",Nothing maybe,Nothing this question,3,4,4,70,My personal work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice
2020-08-27 6:54,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,30,Male,USA,Walking meetings are a regular part of my routine,I have read the scenario above,5,4,5,3,5,4,4,3,5,4,"1,2,3",good impression ,recording audios for work,new ways for work,"1,2,3",company not give any benefit for employees,less motivation,give not problem solving method,No,I use a good way for our employees and good welfare for their life.,Daily,,,,problem solving method i teaching very frequently for them .,,,,,120,through the online ways,,,,,,,,,,,,,,,,,,,,,,,"Detailed review of work,Regular progress update",,"Supervisor,Colleagues I am close with",,practical methods and extra example more for this .,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,"Practical course,Theoretical course",,"Other students,Students I am close with,A lecturer",,i teach always good thinking for them for good life,5,4,5,,,I have read the scenario above,5,4,5,4,5,4,5,3,4,3,"1,2,3",lecturer method,nature way of learning,lecturer format,"1,2,3",online class,lose of concentration,not safety ,No,contemporary situation is not suitable for learning like this especially live class in public site.,Weekly,,,,Short and describes the format in an easy way through the online ways.,,,,,120,give my effort in other way for our employees.,good and interesting for do it.
2020-08-27 3:43,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,27,Male,USA,Walking meetings are a regular part of my routine,I have read the scenario above,3,3,4,4,3,4,4,3,4,2,"1,2,3",meeting on time,boost health needs,starts with smile,"1,2,3",recording gets disturb,misspoke,NA,Yes,YEAH I USE IT WAS CREATIVE AND ENERGYTIC ONE,Monthly,,,,NOTHING SIMPLY NICE,,,,,80,SIMPLE DISCUSSIONS,,,,,,,,,,,,,,,,,,,,,,,"Brainstorming/ideation,Planning",,"Colleague,Someone I supervise,Colleagues I am close with",,na,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Theoretical course,,Students I am close with,,I ANSWERED NOTHING BECAUSE YEAH THIS IDEA WAS SIMPLY AWSOME NO EXTRA CHANGES NEEDED,3,4,3,,,I have read the scenario above,3,3,3,3,2,4,4,2,4,2,"1,2,3",HEALTH IMPROVEMENT,POSITIVE,NA,"1,2,3",PRACTICAL MEETING NOT EASY,NA,NA,Yes,GOOD OR PHYSICAL STRENGTH,Monthly,,,,walking and sitting down the tree and made discussions was much more effective,,,,,75,family meetings ,na
2020-08-27 4:43,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,34,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,1,3,2,4,4,4,2,4,2,"1,2,3",Good,Effective,Fast,"1,2,3",None,None,None,Yes,It is effective,Weekly,,,,Nothing,,,,,90,For practical use ,,,,,,,,,,,,,,,,,,,,,,,Detailed review of work,,Colleague,,It is better ,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,Practical course,,Students I am close with,,It is better now,4,3,4,,,I have read the scenario above,4,2,4,1,4,3,4,2,4,2,"1,2,3",Good,Simple,Easy,"1,2,3",Lengthy ,slow,large,Yes,It is easy and simple,Weekly,,,,Nice,,,,,70,Meeting,None
2020-08-27 8:02,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,48,Male,USA,Walking meetings are a regular part of my routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,2,4,1,3,4,5,4,3,4,"1,2,3",digital meeting makes more reality,can makes direct contact so can share all the prospects,time consuming method,"1,2,3",need more attention than normal meeting,area should calm otherwise it will get collapsed,sometimes signal will not be proper,Yes,need more attention to attend the meeting and which makes more interest,Weekly,Regular progress update,,Supervisor,nothing,nothing,5,4,5,40,to manage the marriage or any other function,I have read the scenario above,5,1,4,1,3,4,3,2,4,2,"1,2,3",students can learn any time they like,learning in park atmosphere makes more positive energy,virtual screen makes topic more interest,"1,2,3",some times digital learning and wearing augmented glass may irritate,moving from tree to tree will make him tired,can not interact with mid air models ,Yes,this system makes us to learn many thing in pleasant atmosphere,Daily,Practical course,,A lecturer,walking from tree to tree can be avoided,nothing,5,5,4,50,to choose best interior for home decorating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good perception survey taken
2020-08-27 4:01,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,26,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,3,2,3,4,3,5,4,2,3,4,"1,2,3",YOUNG ENGINEER WORKING AT KALON.,THE SUPERVISOR ARRANGED A WALKING MEETING.,THE NEW COMPANY SEEMS TO PLACE A FIRM EMPHASIS ON NATURE.,"1,2,3",HE HAS A TROUBLE WRAPPING WITH THE TEAM.,PARTICIPANTS USE GESTURES FOR IMPORTANT AND DELETED FROM THE RECORD.,THE LARGE PLANTS CAN SEEN IN EVERY CORNER OF THE BUILDING.,Yes,IT IS VERY USEFUL INFORMATION.,Monthly,Brainstorming/ideation,,Colleague,NO,"BECAUSE THE SCENARIO IS CORRECT,SO WE DON'T WANT TO CHANGE ANYTHING.",3,4,3,100,ONLINE CLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,4,2,3,5,4,3,2,3,4,"1,2,3",HE IS ENROLLED IN A PHYSICS CLASS THAT HAS TAKEN A NOVEL APPROACH TO HANDLING COVID-19 RESTRICTIONS.,HE TOOK THE CLASS IN THE PARK.,HE DISPLAY A 3D INFORMATION.,"1,2,3",THE STUDENTS WEAR AUGMENTED REALITY.,"HE TOOK THE CLASS IN THE PARK,SO THEY WILL BE DISTRACTED.",PROFESSOR SEEMED TO BE GIVING THEM A TOUR.,Yes,IT GIVES SOME INFORMATION.,Monthly,Practical course,,Other students,NO,THE SCENARIO IS CORRECT SO DON'T WANT TO ADD OR CHANGE ANYTHING.,3,2,4,100,MEETING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD
2020-08-27 4:29,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,3,5,4,3,2,3,4,3,2,"1,2,3",GOOD IDEA,CRATIVE,LOVABLE,"1,2,3",NONE,NONE,NONE,No,I DON'T HAVE A INTEREST IN IT,Rarely if ever,Planning,,Someone I supervise,DEVALOPE THE SYSTEM,I DONT HAVE A IDEA ABOUT THAT NOW,3,2,3,72,WHEN I HAVE A INTEREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,3,5,3,2,2,2,1,1,1,"1,2,3",THIS IS GOOD TO LEARN,NEW METHOD,LOVABLE,"1,2,3",NONE,NONE,NONE,Yes,I LIKE IT,Monthly,Theoretical course,,Students I am close with,MAKE SOME IMPROVEMENT,I DON'T HAVE A IDEA FOR IT NOW,3,2,3,72,WHEN I WAS HAPPY MOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE
2020-08-27 5:18,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,31,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,Brainstorming/ideation,,Colleagues I am close with,,nothing,5,4,5,,,I have read the scenario above,3,2,2,2,2,2,2,2,2,3,"1,2,3",scenario,scenario,scenario,"1,2,3",scenario,scenario,scenario,Yes,yes,Daily,,,,scenario,,,,,40,nothing,I have read the scenario above,3,2,2,2,2,4,4,3,2,2,"1,2,3",scenario,scenario,scenario,"1,2,3",scenario,scenario,scenario,Yes,yes,Daily,,,,scenario,,,,,100,nothing,,,,,,,,,,,,,,,,,,,,,,,Practical course,,Students I am close with,,nothing,4,5,4,,,nothing
2020-08-27 4:20,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,26,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,5,2,3,1,4,1,5,1,4,1,"1,2",computer assistant,exercise,,1,none,,,Yes,because they are greatly helpful.,Daily,,,,no,,,,,110,none,,,,,,,,,,,,,,,,,,,,,,,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Colleague,Colleagues I am close with",,pen and paper to jot down so vital points.,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,"Practical course,Theoretical course",,"Students I am close with,A lecturer",,nothing because is all correct.,5,5,5,,,I have read the scenario above,5,1,3,1,5,1,5,1,5,1,"1,2,3",Doing exercise, The use of natural environment s,Giving different assignments and room for questions.,1,none,,,Yes,Because i like the way they operate the system.,Weekly,,,,nothing,,,,,110,Coaching.,nothing
2020-08-27 3:28,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,36,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,5,1,5,1,5,1,5,1,5,1,"1,2,3",the meeting was recorded,you were able to be physically active,it was informal,"1,2,3",could be too informal,it could force your mind to wander too much,it could make u miss key details because of how relaxed it is,Yes,I enjoy it because I am a fan of informal meetings in general and you get to be physically active with this type of meeting.,Weekly,"Brainstorming/ideation,Planning",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",I would have it include more people.,I would bring food because it seems like it would last a while.,5,4,5,20,I would use this for making a daily journal for myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,2,5,1,5,1,5,1,5,1,"1,2,3",you get to explore,you are active,it is immersive,"1,2,3",if u have a disability it could be impossible,it could be too informal,you can lose focus easily,Yes,I love that it is immersive and allows for you to explore new areas.,Weekly,Practical course,,"Students I am close with,A lecturer",I would have it include a group or a team of some sort.,I would bring water and nothing else as it is all recorded just fine.,5,5,4,40,I would use this for meditation and or relaxing in general.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks!
2020-08-27 7:33,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,55,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,2,1,2,1,2,5,2,1,1,1,"1,2,3",no note-taking,walks during work,physical movement rather than sitting,"1,2,3",childlike,automated,contrived,No,"If I want to text to speech or just record conversations, I am able to do that with existing technology.",Rarely if ever,Other, progress on a current project,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with","I would make sure the digital assistant actually recognized speech correctly, rather than the current mess most of us struggle with right now.",A backup method in case the new tech toy failed miserably.,3,4,4,40,notetaking for brainstorming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,3,5,1,5,2,4,2,1,2,"1,2,3",integrated ,shared experience ,new,"1,2,3",pretend,not real learning,potentially dangerous,No,"Chance occurrences of navigating oneself through the system into harm's way, 1000 people being guided by virtual reality, the potential harm is there.",Rarely if ever,Theoretical course,,A lecturer,Some guarantee that students weren't in any type of dangerous situation and a guarantee of safety backed with real money from the creator and primary user.,Maybe a friend to film and watch the process.,1,1,3,40,playing in back yard,"They seem to virtual and esoteric, just like most new-age robotic, digital assistants. Most of the time they are just wasting our time with their ineffectiveness. Not all the time, just when we ask them to do more than they are capable of, which is the most basic tasks."
2020-08-27 4:47,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,29,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,5,3,4,1,5,3,5,1,4,1,"1,2,3",kevin is more energetic,project is more useful,very comfortable content,"1,2,3",enough of content,some boring content,nothing useful,Yes,some  points is much more valuable than the other two sentence,Daily,,,,none,,,,,115,some research purpose so i use,,,,,,,,,,,,,,,,,,,,,,,"Detailed review of work,Regular progress update",,Someone I supervise,,nothing,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,"Practical course,Theoretical course",,Students I am close with,,nothing,5,4,5,,,I have read the scenario above,5,1,3,2,5,4,3,2,5,1,"1,2,3",she completed his project,she walked through park,she learning new project,"1,2,3",some annoying detailed ,very boring quality,this not consistent theroy,Yes,because this  not valied content so ,Daily,,,,to give some valuable thoughts,,,,,100,research purpose,none
2020-08-27 8:20,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,21,Male,USA,Walking meetings are a regular part of my routine,I have read the scenario above,4,3,4,3,4,3,3,2,4,3,"1,2,3",Good idea that meeting in company booking system,its is useful for future,learning new technology is good,"1,2,3",unknown technology,first wnat to learn the booking system,digital network has some mistakes,Yes,because now a days a digital world is running so we want to learn digital system and it is very useful.,Weekly,Detailed review of work,,Colleague,some additional option in the booking system,to describe our innovative idea to all in the meeting with the hardware.,4,4,4,80,in medical treatment and in medical emergency .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,3,5,3,5,4,3,3,4,3,"1,2,3",novel apporach to handling covid 19 restriction.,good message,good content,"1,2,3",something distract,some logic mistake,not so mistakes,Yes,because i like the scenerio very much is about the physics logic with the approach of handling COVID -19 restrictions,Weekly,Practical course,,Other students,nothing to add on this scenario its better.,because already an good idea is used in this scenario so no need to add an additional,4,3,4,85,IN AN EMERGENCY OR AN ANY OTHER SITUATION I USED THIS TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good
2020-08-27 11:14,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,32,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,4,2,4,3,3,2,4,2,"1,2,3",meeting,reality 3D aspects,virtual park,"1,2,3",the topic turned more idle chatter.,removing recordings,critical system,Yes,i like to use it.,Rarely if ever,"Planning,Detailed review of work",,Colleagues I am close with,i can change the visuals and make wonder others.,bring the materials,4,4,3,100,meeting,I have read the scenario above,4,2,4,2,4,3,3,2,4,2,"1,2,3",the lecture for physics course,the student interact with 3D module,the lectures are divided into multiple segments.,"1,2,3",visuals,lecture timing.,student physically move place to place to access the lecture.,Yes,i like so much this system. it is comfortable.,Weekly,"Practical course,Theoretical course",,"Other students,Students I am close with,A lecturer",change the visuals in variety of places.,i bring the materials for the lecture.,4,4,5,105,"cooking class,group meetings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excellent
2020-08-27 8:09,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,37,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,4,1,5,1,4,2,4,2,"1,2,3",Getting to connect in real time with colleagues around the world is difficult.,This would allow for much more exercise throughout the workday,I like how the system will automatically take and compile notes.,"1,2,3",Having to wear special expensive glasses to make this work.  I like wearing sunglasses outdoors to protect my eyes,That it records everything unless I tell it to scrub.  Who else can see these notes?,"You might look crazy talking to a hologram only you can see walking around the park, until this becomes normal that is.",Yes,Working remotely I have lost connection with some colleagues who are not as confident with online video software.  If we were all comfortable with this it would give me the chance to replicate an in-person meeting which is their preferred style.,Weekly,"Brainstorming/ideation,Planning,Regular progress update",,"Colleague,Someone I supervise,Colleagues I am close with",The scenario was well written.  Maybe more information about who else has access to the records.,I would bring a hat or some form of sun protection.,5,4,4,80,I would use this talking with my family!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,4,1,5,2,4,3,3,2,"1,2,3",The shared experience enhances the learning experience for student and professor. ,You can get active exercise during the walking lecture.,Notes and the ability to ask questions were seamlessly integrated into the AR system.,"1,2,3",You have to find a large park and some people have limited mobility,"Some parks may not be as safe and well lit, there is danger in focusing on an AR system while out in a park.","The AR system would have to work perfectly everytime, technology is rarely that reliable.",Yes,I would use it as a supplement to get more exercise and connection when online learning.,Monthly,Practical course,,"Students I am close with,A lecturer",I would want the Park to be a very safe place where I know I will not be attacked.  I would also want to know more about the reliability of the AR system.,"Pen and paper in case the digital notes do not work.  A water bottle, food, and some matches in case I get lost in the Park or get thirsty during the lecture.",4,4,4,95,This could be used for remote work meetings,thank you and best wishes for your study
2020-08-27 4:36,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,41,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,1,5,1,5,1,5,1,5,1,"1,2,3",collaborative,efficient,timely,"1,2,3",doubting your own memory,making people lazy by relying on technology more than yourself,wondering if people could hack the system to steal meeting logs on sensitive topics,Yes,I think I would but I think there may be some privacy concerns that have yet to be addressed.,Weekly,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",I think the scenario seemed realistic.,I would bring a bottle of water and a notebook.,4,4,4,85,This system would be great when trying to get a group of people with busy schedules together. World leaders could use this instead of having to travel abroad so much.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,1,5,1,5,1,5,1,5,1,"1,2,3",good exercise,very engaging for students,effective teaching method,"1,2,3",lack of closeness to other students,less accountability than other methods,makes it harder for students to participate in discussions,Yes,I like walking quite a bit.,Weekly,"Practical course,Theoretical course",,"Other students,Students I am close with,A lecturer",It seems concise as is.,I would bring a bottle of water and a notebook.,4,4,4,85,It would be effective for real estate agents.,none
2020-08-27 4:01,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,28,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,Detailed review of work,,Someone I supervise,,Nothing,5,4,5,,,I have read the scenario above,4,2,5,1,4,2,4,1,5,2,"1,2,3",Walking meeting Virtual assisstance,3 D virtual gesture movements,Memory recordings of the meetins,"1,2,3",Could not see the person in real,Feeling to be missed from the headquaters,Little upset,Yes,For walking meeting,Monthly,,,,The scenario described here is better,,,,,85,Ping with family and friends,I have read the scenario above,5,1,4,1,4,2,5,1,5,1,"1,2,3",retrieve all the exercise,Virtual screen,GPS location,"1,2,3",Tired,It is not an interactive classroom with other students,Virtual classroom,Yes,It is an augmented reality class,Monthly,,,,The described scenario is good,,,,,105,To Interact with co-workers,,,,,,,,,,,,,,,,,,,,,,,Practical course,,Students I am close with,,Nothing,5,5,5,,,No
2020-08-27 4:51,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,30,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,Planning,,Colleague,,Bring the online classes in one place,4,4,5,,,I have read the scenario above,4,2,3,2,3,3,4,2,4,3,"1,2,3",Gain More knowledge,About smart work,Relationship between employee and company,"1,2,3",Sometime meeting went long time,Different timezone with co-workers went wrong for sometime only,Long distance between headquarters and office,Yes,It gives good interaction Company and employee. Employees also work lovely with Company,Weekly,,,,None to add. It already had good scenario,,,,,85,Meeting in one room with more employes,I have read the scenario above,4,2,3,2,3,2,4,2,4,2,"1,2,3",3D classes, scheduled time classes,Classes in open environment,"1,2,3",He get tired,COVID-19 restrictions,Explain sometime more depth,Yes,It is very useful to find online class with 3D model.,Daily,,,,None,,,,,85,Places in one room for all classes,,,,,,,,,,,,,,,,,,,,,,,Practical course,,A lecturer,,Add some additional notes,4,3,4,,,None
