StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,QID1_1,QID1_2,QID1_3,QID1_4,SMS_1,SMS_2,SMS_3,SMS_4,SMS_5,SMS_6,SMS_7,SMS_8,SMS_9,SMS_10,SMS_11,SMS_12,SMS_13,SMS_14,SMS_15,SMS_16,SMS_17,SMS_18,SMS_19,SMS_20,SMS_21,Attrak_1,Attrak_2,Attrak_3,Attrak_4,Attrak_5,Attrak_6,Attrak_7,Attrak_8,Attrak_9,Attrak_10,Attrak_11,Attrak_12,Attrak_13,Attrak_14,Attrak_15,Attrak_16,Attrak_17,Attrak_18,Attrak_19,Attrak_20,Attrak_21,Attrak_22,Attrak_23,Attrak_24,Attrak_25,Attrak_26,Attrak_27,Attrak_28,SUS_1,SUS_2,SUS_3,SUS_4,SUS_5,SUS_6,SUS_7,SUS_8,SUS_9,SUS_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Age,Gender,Gender.1,Q13
2022-08-10 10:08,2022-08-10 10:23,IP Address,188.146.139.15,100,932,TRUE,2022-08-10 10:24,R_tSbCEn8nemf1pwR,,,,,52.4052,16.9339,anonymous,EN,NP16,Completely Disagree,Agree,Agree,Agree,Neutral,4,Very well,Very well,Neutral,4,2,Not Well,2,Neutral,4,Neutral,4,4,2,Neutral,4,2,Neutral,4,4,2,3,2,4,1,2,7,2,1,6,1,3,2,3,4,6,6,7,1,7,6,3,3,6,3,1,3,7,4,1 - Strongly Disagree,4,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,1 - Almost Always,2 - Very Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,1 - Almost Always,3 - Somewhat Frequently,3 - Somewhat Frequently,21,Female,,Less than 1 month
2022-08-11 07:19,2022-08-11 07:31,IP Address,138.246.3.112,100,740,TRUE,2022-08-11 07:31,R_egoHS9PQnDriAc9,,,,,48.1787,11.5617,anonymous,EN,21,Disagree,Completely Agree,Completely Agree,Agree,2,Not Well,4,Neutral,2,Not Well,2,Neutral,2,Neutral,Neutral,4,4,Neutral,4,4,4,Neutral,Neutral,2,Not Well,3,6,2,1,2,4,5,2,2,6,3,5,3,6,1,5,5,6,1,5,5,2,1,5,3,2,1,5,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,2,1 - Strongly Disagree,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,6 - Almost Never,5 - Very Infrequently,3 - Somewhat Frequently,6 - Almost Never,27,Male,,Less than 1 year
2022-08-11 07:38,2022-08-11 07:46,IP Address,138.246.3.112,100,454,TRUE,2022-08-11 07:46,R_3FUPx1mpdiDBLYD,,,,,48.1787,11.5617,anonymous,EN,22,Completely Disagree,Completely Agree,Completely Agree,Completely Agree,Neutral,Neutral,Very well,Neutral,Neutral,4,Neutral,4,Very well,Very well,4,Neutral,Very well,Very well,4,Very well,Very well,Very well,4,Very well,Very well,4,7,1,1,1,3,4,1,1,7,4,2,5,7,3,5,6,6,1,7,5,4,3,5,4,2,2,7,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,1 - Almost Always,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,28,Male,,Less than 6 months
2022-08-11 10:29,2022-08-11 10:36,IP Address,188.146.139.15,100,438,TRUE,2022-08-11 10:36,R_2vYfuE7tDB1NlDs,,,,,52.4052,16.9339,anonymous,EN,NP17,Disagree,Agree,Completely Agree,Neutral,Very well,Neutral,Very well,Very well,Neutral,Neutral,Very well,Neutral,Very well,Neutral,Neutral,Very well,Not Well,Neutral,Not Well,Very well,Very well,Neutral,Very well,Neutral,Very well,6,6,3,2,2,3,6,3,2,5,7,7,4,5,2,5,3,7,2,3,4,2,2,5,6,2,6,5,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,3,3,5 - Strongly Agree,1 - Strongly Disagree,3,1 - Strongly Disagree,4 - Somewhat Infrequently,6 - Almost Never,4 - Somewhat Infrequently,6 - Almost Never,3 - Somewhat Frequently,5 - Very Infrequently,5 - Very Infrequently,2 - Very Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,5 - Very Infrequently,2 - Very Frequently,5 - Very Infrequently,6 - Almost Never,24,Male,,Greater than 1 year
2022-08-11 10:42,2022-08-11 10:49,IP Address,188.146.139.15,100,421,TRUE,2022-08-11 10:49,R_2TF7eLOGnP4Gr2Z,,,,,52.4052,16.9339,anonymous,EN,NP18,Disagree,Completely Agree,Agree,Completely Agree,Very well,4,Very well,Neutral,4,4,Very well,4,Very well,Very well,2,4,Very well,Neutral,4,Very well,4,Very well,Very well,Neutral,2,2,7,3,1,3,1,6,1,2,5,3,2,4,6,2,5,6,7,1,6,6,3,2,6,5,1,2,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,3,5 - Strongly Agree,1 - Strongly Disagree,6 - Almost Never,1 - Almost Always,3 - Somewhat Frequently,5 - Very Infrequently,6 - Almost Never,1 - Almost Always,2 - Very Frequently,3 - Somewhat Frequently,6 - Almost Never,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,6 - Almost Never,5 - Very Infrequently,4 - Somewhat Infrequently,24,Male,,Greater than 1 year
2022-08-11 11:06,2022-08-11 11:52,IP Address,188.146.139.15,100,2750,TRUE,2022-08-11 11:52,R_2UW0O0sOj1JQ69t,,,,,52.4052,16.9339,anonymous,EN,NP19,Disagree,Agree,Agree,Agree,4,Not Well,Not Well,2,2,4,Neutral,2,2,4,Neutral,4,4,Neutral,Very well,Very well,Neutral,Neutral,4,Neutral,2,7,2,2,1,5,2,6,2,2,2,2,5,6,6,2,6,5,7,2,6,7,6,1,6,4,1,1,6,3,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Very Infrequently,1 - Almost Always,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,1 - Almost Always,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,6 - Almost Never,24,Male,,Greater than 1 year
2022-08-11 12:02,2022-08-11 12:16,IP Address,188.146.139.15,100,841,TRUE,2022-08-11 12:16,R_BQTNvFNfGYngNKF,,,,,52.4052,16.9339,anonymous,EN,NP20,Completely Disagree,Completely Agree,Agree,Agree,Neutral,Neutral,Neutral,Not Well,Neutral,Neutral,Neutral,Neutral,Very well,Not Well,Neutral,Not Well,Neutral,Neutral,Not Well,Very well,Very well,Very well,Very well,Very well,Not Well,3,6,2,4,1,4,5,4,2,5,2,5,4,7,1,4,7,7,1,3,5,3,2,6,4,2,3,6,3,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,1 - Strongly Disagree,2 - Very Frequently,6 - Almost Never,5 - Very Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,1 - Almost Always,6 - Almost Never,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,6 - Almost Never,3 - Somewhat Frequently,4 - Somewhat Infrequently,6 - Almost Never,24,Male,,Greater than 1 year
2022-08-12 02:05,2022-08-12 02:40,IP Address,138.246.3.112,100,2086,TRUE,2022-08-12 02:40,R_XBsTHgNrrl7sSPv,,,,,48.1787,11.5617,anonymous,EN,24,Disagree,Completely Agree,Completely Agree,Neutral,4,Neutral,4,4,4,4,Neutral,Very well,2,Very well,Neutral,Neutral,4,4,2,4,4,4,Very well,4,Neutral,5,7,2,2,2,1,5,2,2,6,4,1,7,6,5,6,6,4,2,7,5,5,1,4,2,2,1,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,2,4,4,5 - Strongly Agree,1 - Strongly Disagree,4 - Somewhat Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,5 - Very Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,25,Female,,Greater than 1 year
2022-08-12 02:44,2022-08-12 02:53,IP Address,138.246.3.112,100,520,TRUE,2022-08-12 02:53,R_plQafejBI3WnUHL,,,,,48.1787,11.5617,anonymous,EN,23,Completely Disagree,Agree,Completely Agree,Agree,Very well,Very well,Very well,4,Very well,4,4,4,Neutral,Very well,4,4,2,2,4,Very well,4,4,Very well,4,4,1,7,1,1,2,2,7,1,1,7,5,2,7,6,1,7,7,7,1,5,6,3,2,5,2,1,3,4,4,2,5 - Strongly Agree,2,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Very Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,5 - Very Infrequently,25,Female,,Greater than 1 year
2022-08-22 07:30,2022-08-22 07:38,IP Address,138.246.3.63,100,497,TRUE,2022-08-22 07:38,R_1eFeM7MeVPKAiXy,,,,,48.1787,11.5617,anonymous,EN,25,Completely Disagree,Agree,Completely Agree,Disagree,Not Well,Not Well,4,2,Not Well,Not Well,Neutral,2,Not Well,4,2,Not Well,Not Well,Not Well,2,2,4,Neutral,2,Neutral,Neutral,5,3,2,1,3,6,5,6,2,3,6,4,6,1,6,3,4,6,4,6,5,3,2,5,4,5,2,4,2,1 - Strongly Disagree,4,1 - Strongly Disagree,3,4,5 - Strongly Agree,2,2,1 - Strongly Disagree,3 - Somewhat Frequently,6 - Almost Never,5 - Very Infrequently,4 - Somewhat Infrequently,1 - Almost Always,6 - Almost Never,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,1 - Almost Always,29,Male,,Greater than 1 year
2022-08-22 07:43,2022-08-22 07:50,IP Address,138.246.3.63,100,419,TRUE,2022-08-22 07:50,R_3pbPgcCX3QLw8Km,,,,,48.1787,11.5617,anonymous,EN,26,Completely Disagree,Completely Agree,Completely Agree,Completely Agree,Neutral,2,Very well,Neutral,4,Neutral,Neutral,Neutral,4,Very well,Neutral,Neutral,Very well,4,Very well,Very well,Very well,4,Neutral,Neutral,Neutral,5,6,6,4,2,2,5,1,2,6,4,7,6,6,1,6,6,6,2,4,6,4,3,5,4,1,4,6,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,3,4,3,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4 - Somewhat Infrequently,6 - Almost Never,2 - Very Frequently,1 - Almost Always,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,4 - Somewhat Infrequently,2 - Very Frequently,3 - Somewhat Frequently,1 - Almost Always,2 - Very Frequently,3 - Somewhat Frequently,30,Male,,Greater than 1 year
2022-08-22 11:17,2022-08-22 11:21,IP Address,138.246.3.63,100,278,TRUE,2022-08-22 11:21,R_2b1R8QWgr3juwyG,,,,,48.1787,11.5617,anonymous,EN,27,Completely Disagree,Completely Disagree,Completely Agree,Agree,4,4,4,Neutral,Neutral,4,4,2,Not Well,Not Well,Neutral,Not Well,Not Well,Not Well,Not Well,4,Not Well,Neutral,4,4,Neutral,3,6,3,3,4,6,4,4,2,3,4,7,4,5,2,4,4,4,3,3,4,4,3,6,6,3,3,5,4,3,3,3,3,3,4,2,4,2,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,6 - Almost Never,4 - Somewhat Infrequently,6 - Almost Never,2 - Very Frequently,6 - Almost Never,6 - Almost Never,29,Male,,Greater than 1 year
2022-08-22 11:24,2022-08-22 11:32,IP Address,138.246.3.63,100,449,TRUE,2022-08-22 11:32,R_2dj26lHlsGyL64q,,,,,48.1787,11.5617,anonymous,EN,28,Neutral,Agree,Completely Agree,Agree,4,2,Very well,Neutral,2,Neutral,Very well,Not Well,Not Well,4,Neutral,Neutral,Not Well,Neutral,Very well,Very well,4,2,4,2,Neutral,1,7,6,3,2,2,6,2,3,6,3,5,5,6,2,6,6,6,2,6,6,4,2,7,6,1,2,4,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,3,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,2,2 - Very Frequently,3 - Somewhat Frequently,1 - Almost Always,5 - Very Infrequently,3 - Somewhat Frequently,1 - Almost Always,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,6 - Almost Never,34,Male,,Greater than 1 year
2022-08-23 07:45,2022-08-23 08:35,IP Address,138.246.3.123,100,2965,TRUE,2022-08-23 08:35,R_3JIPe1L3BnBdQWQ,,,,,48.1787,11.5617,anonymous,EN,101,Disagree,Agree,Agree,Neutral,Not Well,2,Neutral,2,2,2,Not Well,Not Well,Not Well,2,Not Well,Not Well,2,2,Not Well,4,4,Neutral,Neutral,2,Not Well,2,6,3,3,3,4,5,3,3,3,2,2,5,5,2,6,5,5,3,5,5,2,6,6,6,2,3,5,2,2,4,2,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,4,2,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,6 - Almost Never,3 - Somewhat Frequently,4 - Somewhat Infrequently,6 - Almost Never,28,Female,,Less than 6 months
2022-08-23 08:43,2022-08-23 08:50,IP Address,138.246.3.123,100,403,TRUE,2022-08-23 08:50,R_ULulQBg8XHA92xz,,,,,48.1787,11.5617,anonymous,EN,102,Neutral,Agree,Completely Agree,Neutral,2,Neutral,4,4,Neutral,Neutral,Neutral,Neutral,Neutral,2,Neutral,2,Neutral,Neutral,4,Neutral,4,2,4,Neutral,2,5,4,5,4,6,3,3,6,6,3,6,4,3,2,6,2,2,4,4,3,3,2,5,3,3,4,5,6,1 - Strongly Disagree,1 - Strongly Disagree,4,1 - Strongly Disagree,3,2,5 - Strongly Agree,4,4,2,5 - Very Infrequently,6 - Almost Never,4 - Somewhat Infrequently,5 - Very Infrequently,1 - Almost Always,2 - Very Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,5 - Very Infrequently,4 - Somewhat Infrequently,29,Male,,Less than 6 months
2022-08-24 08:58,2022-08-24 09:42,IP Address,138.246.3.42,100,2612,TRUE,2022-08-24 09:42,R_UFxvec63iJ2Njhv,,,,,48.1787,11.5617,anonymous,EN,103,Completely Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4,2,2,4,2,2,2,4,Neutral,4,Very well,Neutral,2,4,Neutral,1,5,3,7,1,4,5,3,3,4,5,7,4,5,2,4,6,5,3,3,6,6,2,5,3,2,5,5,3,3,4,2,3,2,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,28,Male,,Greater than 1 year
2022-08-24 09:42,2022-08-24 09:54,IP Address,138.246.3.42,100,725,TRUE,2022-08-24 09:54,R_3HHU2dTRmogvvjK,,,,,48.1787,11.5617,anonymous,EN,104,Disagree,Agree,Completely Agree,Agree,4,Neutral,4,Neutral,Neutral,Neutral,Neutral,4,4,4,2,4,Very well,4,4,Very well,4,4,4,Neutral,4,6,3,2,1,6,2,6,1,1,7,3,2,7,6,4,7,6,7,1,3,6,4,1,4,6,2,2,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,5 - Strongly Agree,4,4,1 - Strongly Disagree,3 - Somewhat Frequently,6 - Almost Never,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,1 - Almost Always,6 - Almost Never,2 - Very Frequently,5 - Very Infrequently,6 - Almost Never,34,Male,,Greater than 1 year
2022-08-24 12:38,2022-08-24 12:50,IP Address,93.218.59.76,100,695,TRUE,2022-08-24 12:50,R_TwkVfuNDneMUguZ,,,,,48.1823,11.5331,anonymous,EN,107,Disagree,Neutral,Neutral,Neutral,4,4,Very well,4,4,4,2,Not Well,4,4,4,4,2,2,Neutral,Neutral,4,Neutral,Neutral,4,Neutral,5,5,3,3,2,5,3,5,2,6,5,6,4,3,3,4,3,7,3,3,5,3,3,5,4,4,2,4,2,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,3,4,4,2,4,1 - Strongly Disagree,3 - Somewhat Frequently,6 - Almost Never,3 - Somewhat Frequently,1 - Almost Always,1 - Almost Always,1 - Almost Always,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,6 - Almost Never,27,Male,,Greater than 1 year
2022-08-24 12:50,2022-08-24 12:55,IP Address,93.218.59.76,100,293,TRUE,2022-08-24 12:55,R_cCKaHFxZ8ejdfQB,,,,,48.1823,11.5331,anonymous,EN,108,Disagree,Agree,Completely Agree,Neutral,4,4,Very well,4,Neutral,4,4,2,4,Neutral,4,Neutral,2,Not Well,4,4,4,2,Very well,4,2,6,4,5,2,2,2,5,3,2,6,5,3,5,5,2,5,6,6,2,6,7,2,3,5,3,2,2,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,1 - Strongly Disagree,4,3,3,1 - Strongly Disagree,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,1 - Almost Always,5 - Very Infrequently,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,29,Female,,Greater than 1 year
2022-08-26 08:26,2022-08-26 09:34,IP Address,138.246.3.42,100,4055,TRUE,2022-08-26 09:34,R_eJ3ENEYFLZrnkiZ,,,,,48.1787,11.5617,anonymous,EN,105,Disagree,Agree,Completely Agree,Agree,4,2,4,4,Neutral,Neutral,2,2,2,4,Neutral,2,Very well,4,Neutral,4,Neutral,2,4,2,4,2,7,2,3,1,2,6,2,3,7,3,2,4,6,1,6,5,4,2,6,4,5,3,4,2,4,3,5,4,1 - Strongly Disagree,4,1 - Strongly Disagree,4,3,3,2,3,1 - Strongly Disagree,6 - Almost Never,2 - Very Frequently,5 - Very Infrequently,3 - Somewhat Frequently,6 - Almost Never,1 - Almost Always,5 - Very Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,5 - Very Infrequently,6 - Almost Never,4 - Somewhat Infrequently,5 - Very Infrequently,6 - Almost Never,32,Male,,Less than 1 year
2022-08-26 09:38,2022-08-26 09:45,IP Address,138.246.3.42,100,394,TRUE,2022-08-26 09:45,R_OAKyLB8d6PxBtPH,,,,,48.1787,11.5617,anonymous,EN,106,Disagree,Agree,Completely Agree,Neutral,Neutral,4,4,2,4,2,2,Neutral,Very well,4,Neutral,Neutral,4,Neutral,4,4,Very well,4,4,Neutral,2,4,5,3,4,3,3,5,2,3,5,4,3,4,5,4,5,5,6,2,4,5,4,3,4,5,3,3,6,4,2,5 - Strongly Agree,1 - Strongly Disagree,3,2,4,3,4,1 - Strongly Disagree,3 - Somewhat Frequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,2 - Very Frequently,27,Female,,Greater than 1 year
2022-08-29 02:05,2022-08-29 03:02,IP Address,138.246.3.63,100,3459,TRUE,2022-08-29 03:02,R_3EgK2SUT88ySD2P,,,,,48.1787,11.5617,anonymous,EN,109,Agree,Agree,Completely Agree,Neutral,Neutral,Neutral,4,2,Neutral,Neutral,4,2,2,4,4,2,4,Neutral,Very well,2,Very well,Neutral,Very well,2,Neutral,3,6,4,2,2,3,3,3,3,7,6,4,5,3,1,3,5,4,3,6,3,5,3,4,5,3,2,6,2,1 - Strongly Disagree,4,2,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,3,4,1 - Strongly Disagree,6 - Almost Never,3 - Somewhat Frequently,5 - Very Infrequently,5 - Very Infrequently,6 - Almost Never,5 - Very Infrequently,6 - Almost Never,4 - Somewhat Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,6 - Almost Never,2 - Very Frequently,5 - Very Infrequently,5 - Very Infrequently,32,Female,,Greater than 1 year
2022-08-29 03:04,2022-08-29 03:12,IP Address,138.246.3.63,100,461,TRUE,2022-08-29 03:12,R_ZaWzUhY5Mz8F5FD,,,,,48.1787,11.5617,anonymous,EN,110,Completely Disagree,Agree,Agree,Completely Agree,Neutral,4,4,4,Neutral,2,Very well,Neutral,4,4,Neutral,Neutral,4,4,2,4,4,4,4,4,Neutral,3,6,2,1,1,2,5,2,2,7,3,3,6,6,1,6,6,6,1,6,6,3,2,6,3,2,2,7,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,2,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,4 - Somewhat Infrequently,5 - Very Infrequently,5 - Very Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,5 - Very Infrequently,3 - Somewhat Frequently,5 - Very Infrequently,2 - Very Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,27,Female,,Less than 1 year
2022-08-30 01:57,2022-08-30 02:53,IP Address,138.246.3.63,100,3398,TRUE,2022-08-30 02:53,R_2YS6QwifoediF9M,,,,,48.1787,11.5617,anonymous,EN,111,Disagree,Completely Agree,Completely Agree,Agree,4,4,Very well,4,4,4,Very well,Neutral,2,4,4,Neutral,Very well,4,Very well,4,4,4,Very well,Neutral,4,3,6,2,2,3,2,5,3,3,5,3,3,6,6,3,6,6,7,2,5,6,3,2,5,5,3,3,6,4,2,4,1 - Strongly Disagree,4,2,4,1 - Strongly Disagree,5 - Strongly Agree,2,5 - Very Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,6 - Almost Never,4 - Somewhat Infrequently,4 - Somewhat Infrequently,5 - Very Infrequently,27,Female,,Less than 6 months
2022-08-30 02:54,2022-08-30 03:03,IP Address,138.246.3.63,100,547,TRUE,2022-08-30 03:03,R_1LZFj1vSJVYIsXa,,,,,48.1787,11.5617,anonymous,EN,112,Completely Disagree,Completely Agree,Completely Agree,Agree,Neutral,2,4,Neutral,Very well,2,Neutral,4,2,4,Not Well,2,2,2,Very well,Very well,Neutral,Neutral,4,4,2,2,6,1,2,3,2,3,2,2,6,4,5,6,4,1,3,6,6,2,7,4,4,2,6,2,1,1,7,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,3 - Somewhat Frequently,5 - Very Infrequently,3 - Somewhat Frequently,1 - Almost Always,4 - Somewhat Infrequently,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,4 - Somewhat Infrequently,3 - Somewhat Frequently,2 - Very Frequently,5 - Very Infrequently,28,Male,,Less than 1 year
2022-08-31 10:35,2022-08-31 10:46,IP Address,138.246.3.190,100,614,TRUE,2022-08-31 10:46,R_11iK1pgRr7cVDSi,,,,,48.1787,11.5617,anonymous,EN,113,Completely Disagree,Completely Agree,Agree,Agree,4,Neutral,Neutral,Neutral,4,4,4,4,Very well,4,Neutral,Neutral,4,4,4,4,Very well,4,4,Very well,4,3,6,2,1,2,4,5,3,2,6,4,3,4,4,3,4,6,6,2,6,6,4,1,6,4,3,2,6,4,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,5 - Strongly Agree,1 - Strongly Disagree,4,2,5 - Strongly Agree,1 - Strongly Disagree,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,2 - Very Frequently,2 - Very Frequently,3 - Somewhat Frequently,3 - Somewhat Frequently,2 - Very Frequently,6 - Almost Never,27,Male,,Greater than 1 year
